id_cliente;edad;importe_solicitado;duracion_credito;antiguedad_empleado;ingresos;pct_ingreso;tasa_interes;estado_credito;antiguedad_cliente;gastos_ult_12m;limite_credito_tc;operaciones_ult_12m;personas_a_cargo;situacion_vivienda_ALQUILER;situacion_vivienda_HIPOTECA;situacion_vivienda_OTROS;situacion_vivienda_PROPIA;objetivo_credito_EDUCACIÓN;objetivo_credito_INVERSIONES;objetivo_credito_MEJORAS_HOGAR;objetivo_credito_PAGO_DEUDAS;objetivo_credito_PERSONAL;objetivo_credito_SALUD;falta_pago_N;falta_pago_Y;regla_pct_ingresos_ok;estado_civil_CASADO;estado_civil_DESCONOCIDO;estado_civil_DIVORCIADO;estado_civil_SOLTERO;estado_cliente_ACTIVO;estado_cliente_PASIVO;genero_F;genero_M;nivel_educativo_DESCONOCIDO;nivel_educativo_POSGRADO_COMPLETO;nivel_educativo_POSGRADO_INCOMPLETO;nivel_educativo_SECUNDARIO_COMPLETO;nivel_educativo_UNIVERSITARIO_COMPLETO;nivel_educativo_UNIVERSITARIO_INCOMPLETO
806160108.0;23;35000;4;8.0;113000;0.31;18.25;1;56.0;1336.0;3193.0;30.0;1.0;True;False;False;False;False;False;False;True;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;True;False;False
709327383.0;24;1750;2;8.0;10800;0.16;10.99;1;37.0;1207.0;14470.0;21.0;2.0;False;True;False;False;True;False;False;False;False;False;True;False;True;True;False;False;False;True;False;True;False;False;False;False;False;True;False
806165208.0;25;35000;4;2.0;162500;0.22;7.49;0;42.0;1178.0;20979.0;27.0;1.0;True;False;False;False;False;True;False;False;False;False;True;False;True;False;False;True;False;True;False;False;True;False;True;False;False;False;False
708508758.0;25;34800;2;9.0;137000;0.25;16.77;0;49.0;692.0;1438.3;16.0;0.0;True;False;False;False;False;False;False;False;True;False;False;True;True;True;False;False;False;False;True;True;False;False;False;False;False;True;False
784725333.0;22;34000;4;4.0;65000;0.52;17.58;1;33.0;931.0;4470.0;18.0;3.0;True;False;False;False;True;False;False;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;True;False;False
811604133.0;24;1500;3;0.0;10980;0.14;7.29;0;36.0;1126.0;2492.0;23.0;4.0;False;False;False;True;False;False;False;False;True;False;True;False;True;False;False;False;True;True;False;True;False;True;False;False;False;False;False
789124683.0;22;33950;4;3.0;80000;0.42;14.54;1;42.0;1110.0;12217.0;21.0;2.0;True;False;False;False;False;False;False;False;True;False;False;True;True;True;False;False;False;True;False;False;True;True;False;False;False;False;False
771071958.0;24;33000;3;8.0;67746;0.49;12.68;1;28.0;1051.0;7768.0;22.0;3.0;True;False;False;False;False;False;True;False;False;False;True;False;True;False;False;False;True;True;False;True;False;False;False;False;False;True;False
788658483.0;21;4575;3;3.0;11000;0.42;17.74;1;38.0;1411.0;2650.0;28.0;2.0;False;True;False;False;False;True;False;False;False;False;False;True;True;True;False;False;False;True;False;True;False;False;False;False;False;False;True
720466383.0;23;1400;3;0.0;11000;0.13;9.32;0;46.0;1197.0;14784.0;23.0;1.0;False;False;False;True;False;False;False;False;True;False;True;False;True;False;True;False;False;True;False;False;True;False;False;False;True;False;False
804424383.0;24;32500;3;6.0;65000;0.5;9.99;1;56.0;1904.0;10215.0;40.0;1.0;True;False;False;False;False;False;True;False;False;False;True;False;True;True;False;False;False;True;False;False;True;True;False;False;False;False;False
715318008.0;21;4000;2;5.0;11389;0.35;12.84;1;36.0;1407.0;3520.0;43.0;1.0;False;False;True;False;True;False;False;False;False;False;False;True;True;False;False;False;True;True;False;True;False;False;False;False;False;False;True
718813833.0;21;2000;3;5.0;11520;0.17;11.12;1;34.0;1052.0;10100.0;18.0;3.0;False;False;False;True;False;False;False;False;False;True;True;False;True;False;False;False;True;True;False;True;False;False;False;False;False;False;True
806624208.0;25;32000;2;2.0;120000;0.27;6.62;0;42.0;1045.0;4785.0;38.0;4.0;True;False;False;False;False;True;False;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;True;False;False
778348233.0;26;31050;3;7.0;95000;0.33;14.17;1;33.0;1038.0;2753.0;25.0;3.0;True;False;False;False;False;False;True;False;False;False;False;True;True;True;False;False;False;True;False;False;True;True;False;False;False;False;False
712991808.0;25;24250;3;2.0;306000;0.08;13.85;0;48.0;1596.0;2451.0;26.0;2.0;True;False;False;False;False;False;False;True;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;False;True
709029408.0;26;7800;4;10.0;300000;0.03;13.49;0;36.0;1589.0;8923.0;24.0;4.0;False;True;False;False;False;False;False;False;False;True;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;False
787937058.0;21;2500;4;5.0;12000;0.21;7.51;1;49.0;1291.0;12555.0;24.0;0.0;False;False;False;True;True;False;False;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;False
713962233.0;22;30000;2;1.0;48000;0.63;18.39;1;36.0;1877.0;3035.0;37.0;3.0;True;False;False;False;True;False;False;False;False;False;True;False;True;True;False;False;False;True;False;True;False;False;False;False;False;True;False
708300483.0;24;30000;3;8.0;64000;0.47;14.54;1;56.0;704.0;7882.0;16.0;0.0;True;False;False;False;False;False;False;True;False;False;False;True;True;True;False;False;False;False;True;True;False;False;True;False;False;False;False
778493808.0;25;30000;4;4.0;75000;0.4;16.89;1;37.0;1756.0;3906.0;32.0;3.0;True;False;False;False;False;False;True;False;False;False;False;True;True;True;False;False;False;True;False;False;True;False;False;False;True;False;False
715190283.0;26;30000;2;6.0;62050;0.41;17.99;1;49.0;1464.0;3672.0;28.0;1.0;True;False;False;False;False;False;False;False;False;True;True;False;True;False;True;False;False;True;False;True;False;False;False;False;False;True;False
827111283.0;24;2500;3;4.0;12000;0.21;12.69;1;41.0;1109.0;32426.0;28.0;3.0;False;False;False;True;False;True;False;False;False;False;True;False;True;False;False;False;True;True;False;False;True;False;False;False;False;True;False
758551608.0;26;20000;4;10.0;300000;0.07;7.88;0;44.0;1347.0;6205.0;28.0;2.0;False;True;False;False;False;True;False;False;False;False;True;False;True;True;False;False;False;True;False;False;True;True;False;False;False;False;False
779471883.0;23;24250;2;1.0;300000;0.08;19.41;0;40.0;705.0;1438.3;19.0;1.0;False;False;False;True;True;False;False;False;False;False;False;True;True;True;False;False;False;False;True;True;False;False;False;False;False;True;False
773146383.0;26;10000;4;9.0;300000;0.03;10.38;0;43.0;1756.0;17304.0;33.0;1.0;False;False;False;True;False;False;True;False;False;False;True;False;True;False;False;False;True;True;False;True;False;False;False;False;False;False;True
720572508.0;26;25000;3;0.0;300000;0.08;15.33;0;28.0;1042.0;9830.0;23.0;4.0;False;True;False;False;True;False;False;False;False;False;True;False;True;False;False;False;True;True;False;True;False;False;False;False;False;True;False
712661433.0;25;18000;3;9.0;300000;0.06;16.45;0;30.0;1444.0;34516.0;28.0;4.0;False;True;False;False;False;False;True;False;False;False;True;False;True;False;False;False;True;True;False;False;True;False;False;False;False;False;True
789172683.0;26;30000;3;8.0;80690;0.37;7.49;1;45.0;1741.0;2283.0;27.0;2.0;True;False;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;True;False;False;True;False;True;False;False;False;False
738406533.0;22;30000;3;4.0;66300;0.38;12.69;1;52.0;1719.0;2548.0;27.0;1.0;True;False;False;False;False;False;False;False;False;True;True;False;True;True;False;False;False;True;False;False;True;False;True;False;False;False;False
799723908.0;26;30000;3;0.0;89028;0.34;6.62;1;40.0;1217.0;19458.0;27.0;3.0;True;False;False;False;False;False;False;True;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;True;False;False
714091983.0;23;30000;3;7.0;78000;0.38;18.62;1;34.0;1168.0;3336.0;27.0;2.0;True;False;False;False;False;False;False;True;False;False;False;True;True;False;False;False;True;True;False;False;True;False;False;False;True;False;False
771490833.0;23;30000;3;6.0;92004;0.33;15.23;1;40.0;1140.0;4745.0;40.0;1.0;True;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;True;True;False;False;True;False;False;False;False;False;True
720756708.0;23;30000;2;7.0;97000;0.31;10.65;1;41.0;1878.0;2622.0;30.0;3.0;True;False;False;False;False;True;False;False;False;False;True;False;True;True;False;False;False;True;False;True;False;True;False;False;False;False;False
711525033.0;25;30000;4;9.0;120000;0.25;7.9;0;54.0;1946.0;3171.0;38.0;0.0;True;False;False;False;True;False;False;False;False;False;True;False;True;True;False;False;False;True;False;True;False;False;False;False;True;False;False
712813458.0;26;10000;3;4.0;280000;0.04;15.96;0;36.0;1414.0;19763.0;35.0;2.0;True;False;False;False;False;False;False;False;True;False;False;True;True;True;False;False;False;True;False;False;True;True;False;False;False;False;False
717891558.0;26;20000;3;0.0;277104;0.07;11.48;0;36.0;1052.0;3298.0;32.0;4.0;True;False;False;False;False;True;False;False;False;False;True;False;True;False;True;False;False;True;False;True;False;False;False;False;False;True;False
768563658.0;25;30000;4;9.0;128000;0.23;7.29;0;50.0;1424.0;4458.0;29.0;2.0;True;False;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;False;True
711427458.0;21;30000;4;0.0;131000;0.23;5.99;0;35.0;1359.0;6273.0;25.0;5.0;True;False;False;False;False;True;False;False;False;False;True;False;True;True;False;False;False;True;False;True;False;False;False;False;False;True;False
787584108.0;22;12000;2;6.0;275000;0.04;11.58;0;47.0;1097.0;3436.0;33.0;3.0;False;False;False;True;False;True;False;False;False;False;True;False;True;True;False;False;False;True;False;False;True;True;False;False;False;False;False
710082708.0;25;25000;2;9.0;221850;0.1;15.7;1;32.0;1276.0;23957.0;26.0;4.0;False;True;False;False;False;False;False;False;False;True;True;False;True;False;False;False;True;True;False;False;True;False;False;True;False;False;False
708155733.0;22;29100;3;6.0;70000;0.42;15.99;1;44.0;1289.0;14734.0;23.0;2.0;True;False;False;False;True;False;False;False;False;False;True;False;True;False;False;False;True;True;False;False;True;False;False;False;True;False;False
788730933.0;22;1500;3;7.0;12000;0.13;14.84;0;20.0;1132.0;2084.0;28.0;2.0;False;True;False;False;True;False;False;False;False;False;False;True;True;False;False;False;True;True;False;True;False;False;False;False;False;False;True
788979258.0;26;28000;3;10.0;260000;0.11;10.99;0;38.0;1293.0;34516.0;32.0;4.0;False;False;False;True;False;False;True;False;False;False;True;False;True;False;False;False;True;True;False;False;True;False;False;False;False;False;True
715971108.0;25;20000;2;9.0;259000;0.08;14.42;0;42.0;1550.0;34516.0;41.0;4.0;False;True;False;False;False;False;True;False;False;False;False;True;True;False;False;False;True;True;False;False;True;False;False;False;False;True;False
807986133.0;24;9600;2;9.0;255000;0.04;6.99;0;52.0;1353.0;6584.0;35.0;2.0;False;True;False;False;True;False;False;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;False;True
711314058.0;25;25000;4;2.0;250000;0.1;13.49;0;32.0;1670.0;1687.0;17.0;2.0;True;False;False;False;False;False;False;False;False;True;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;False
804595158.0;21;3000;3;6.0;12000;0.25;13.61;1;36.0;1112.0;7000.0;23.0;4.0;False;False;False;True;True;False;False;False;False;False;False;True;True;False;False;False;True;True;False;True;False;False;False;False;False;True;False
719580033.0;23;28000;2;2.0;65000;0.43;7.9;1;43.0;1256.0;2910.0;21.0;1.0;True;False;False;False;True;False;False;False;False;False;True;False;True;False;True;False;False;True;False;False;True;False;False;False;False;True;False
820582308.0;26;28000;3;2.0;85000;0.33;7.49;1;37.0;1394.0;22913.0;35.0;5.0;True;False;False;False;False;True;False;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;False;True
712876233.0;22;28000;3;6.0;88000;0.32;9.91;1;36.0;1289.0;5272.0;33.0;2.0;True;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;True;False;False;True;False;False;False;False;True;False
714826758.0;21;4200;4;0.0;12000;0.35;13.48;1;29.0;2339.0;7038.0;57.0;3.0;False;False;False;True;False;False;False;False;True;False;False;True;True;False;False;False;True;True;False;True;False;False;False;False;False;False;True
779058108.0;22;4750;2;6.0;12000;0.4;7.14;1;30.0;1468.0;2536.0;23.0;3.0;False;False;False;True;False;False;False;True;False;False;True;False;True;False;False;True;False;True;False;False;True;False;False;False;False;True;False
710790258.0;24;28000;4;0.0;83004;0.34;15.99;1;38.0;1334.0;28904.0;35.0;2.0;True;False;False;False;False;True;False;False;False;False;False;True;True;True;False;False;False;True;False;False;True;False;False;False;False;True;False
715156383.0;24;18000;3;2.0;250000;0.07;12.98;0;36.0;1603.0;34516.0;29.0;1.0;True;False;False;False;True;False;False;False;False;False;False;True;True;False;True;False;False;True;False;False;True;True;False;False;False;False;False
755420433.0;25;28000;3;5.0;100000;0.28;12.69;0;52.0;1068.0;10133.0;20.0;1.0;True;False;False;False;False;False;False;True;False;False;True;False;True;True;False;False;False;True;False;True;False;False;False;False;False;True;False
794543958.0;26;28000;2;10.0;110000;0.25;8.9;0;35.0;1590.0;34516.0;27.0;1.0;True;False;False;False;True;False;False;False;False;False;True;False;True;False;False;True;False;True;False;False;True;False;False;False;False;True;False
711743883.0;23;28000;2;7.0;151200;0.19;11.11;0;35.0;1237.0;4026.0;32.0;3.0;True;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;True;True;False;True;False;False;False;False;False;False;True
711013983.0;21;3250;3;5.0;12000;0.27;15.68;1;45.0;615.0;2158.0;12.0;4.0;False;True;False;False;False;False;False;True;False;False;False;True;True;True;False;False;False;False;True;True;False;True;False;False;False;False;False
711887583.0;22;27500;3;4.0;70000;0.39;13.06;1;37.0;836.0;5449.0;18.0;2.0;True;False;False;False;True;False;False;False;False;False;False;True;True;True;False;False;False;False;True;False;True;True;False;False;False;False;False
713572683.0;26;27050;2;5.0;73200;0.37;15.62;1;25.0;1226.0;1862.0;34.0;3.0;True;False;False;False;False;True;False;False;False;False;False;True;True;False;True;False;False;True;False;False;True;False;False;False;True;False;False
714070758.0;24;27000;2;5.0;83000;0.33;13.49;1;38.0;1564.0;31302.0;35.0;4.0;True;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;True;True;False;False;True;False;False;False;True;False;False
714107958.0;23;26000;2;7.0;62500;0.42;11.71;1;36.0;1465.0;6576.0;34.0;1.0;True;False;False;False;False;False;False;False;False;True;True;False;True;False;False;False;True;True;False;False;True;False;False;False;False;True;False
789140283.0;23;25600;3;1.0;120000;0.21;12.69;0;42.0;1286.0;2664.0;29.0;0.0;True;False;False;False;True;False;False;False;False;False;True;False;True;False;False;False;True;True;False;False;True;False;False;False;False;True;False
715550508.0;24;1600;3;2.0;12360;0.13;13.57;0;28.0;1312.0;2535.0;20.0;3.0;False;False;False;True;False;False;False;False;False;True;True;False;True;True;False;False;False;True;False;True;False;True;False;False;False;False;False
719712633.0;22;25475;3;0.0;60000;0.42;10.99;1;52.0;1673.0;1709.0;32.0;1.0;True;False;False;False;False;True;False;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;False
802013583.0;25;20000;4;3.0;234000;0.09;14.27;0;50.0;1158.0;9689.0;19.0;3.0;False;True;False;False;False;False;False;False;False;True;False;True;True;True;False;False;False;True;False;False;True;False;False;False;False;False;True
772629333.0;24;20000;4;8.0;234000;0.09;8.88;0;35.0;1313.0;3454.0;30.0;3.0;False;False;False;True;False;False;True;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;False
720336708.0;26;21600;3;10.0;234000;0.09;12.18;0;35.0;1609.0;3789.0;42.0;3.0;False;True;False;False;False;False;True;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;True;False;False;False;False
779155158.0;25;11900;3;6.0;221004;0.05;14.42;1;34.0;1259.0;2940.0;33.0;3.0;False;True;False;False;False;False;False;True;False;False;False;True;True;True;False;False;False;True;False;False;True;False;False;False;False;True;False
779509983.0;26;25000;2;0.0;232500;0.11;14.17;0;36.0;1022.0;34516.0;21.0;2.0;False;True;False;False;False;False;False;False;False;True;False;True;True;False;False;False;True;True;False;False;True;False;False;True;False;False;False
714778833.0;25;35000;4;5.0;230000;0.15;13.99;0;43.0;1289.0;23032.0;22.0;3.0;False;True;False;False;False;False;False;False;False;True;True;False;True;False;False;False;True;True;False;True;False;False;False;False;False;False;True
713843283.0;23;25300;3;7.0;83000;0.3;10.99;1;34.0;1487.0;34516.0;26.0;3.0;True;False;False;False;True;False;False;False;False;False;True;False;True;True;False;False;False;True;False;True;False;True;False;False;False;False;False
716657058.0;25;1750;3;3.0;12600;0.14;13.61;0;33.0;1566.0;8358.0;37.0;4.0;False;False;False;True;False;False;False;False;True;False;True;False;True;True;False;False;False;True;False;True;False;False;False;True;False;False;False
785387883.0;21;25000;3;3.0;42500;0.59;12.73;1;41.0;1594.0;3788.0;47.0;3.0;True;False;False;False;True;False;False;False;False;False;False;True;True;False;False;False;True;True;False;True;False;False;False;False;True;False;False
808284783.0;25;3000;4;0.0;12816;0.23;12.87;1;56.0;1951.0;1438.3;44.0;1.0;False;False;False;True;False;False;False;True;False;False;False;True;True;True;False;False;False;True;False;True;False;True;False;False;False;False;False
708476808.0;24;3650;3;1.0;12960;0.28;9.91;1;36.0;1047.0;33791.0;31.0;4.0;False;True;False;False;False;False;True;False;False;False;True;False;True;False;False;True;False;True;False;False;True;True;False;False;False;False;False
710916408.0;26;20000;4;4.0;226000;0.09;11.49;0;39.0;1342.0;8466.0;32.0;4.0;False;True;False;False;False;False;True;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;False
718414008.0;25;30000;2;0.0;225000;0.13;19.91;0;36.0;1064.0;34516.0;13.0;2.0;False;True;False;False;False;False;True;False;False;False;False;True;True;False;False;False;True;True;False;False;True;False;False;False;False;True;False
708492558.0;26;35000;2;6.0;213000;0.16;10.65;1;36.0;1107.0;15088.0;21.0;3.0;False;True;False;False;True;False;False;False;False;False;True;False;True;True;False;False;False;True;False;False;True;True;False;False;False;False;False
718619883.0;24;4500;4;0.0;12960;0.35;11.83;1;36.0;1305.0;1494.0;24.0;0.0;False;True;False;False;False;False;False;True;False;False;True;False;True;True;False;False;False;True;False;True;False;False;False;False;False;False;True
715259583.0;23;2400;2;0.0;12996;0.18;13.49;1;44.0;1553.0;5362.0;38.0;2.0;False;False;False;True;False;False;False;True;False;False;False;True;True;True;False;False;False;True;False;True;False;False;False;False;True;False;False
720201033.0;22;25000;2;6.0;42000;0.6;14.59;1;41.0;720.0;11669.0;23.0;2.0;True;False;False;False;False;False;False;False;False;True;False;True;True;True;False;False;False;False;True;False;True;False;False;False;False;True;False
711844758.0;26;25000;4;2.0;48000;0.52;9.64;1;35.0;1388.0;13551.0;37.0;3.0;True;False;False;False;True;False;False;False;False;False;True;False;True;False;False;False;True;True;False;False;True;False;False;False;False;True;False
714798783.0;25;3600;3;1.0;12996;0.28;14.59;1;36.0;1235.0;18886.0;18.0;1.0;False;False;False;True;False;False;False;False;False;True;True;False;True;False;False;False;True;True;False;False;True;False;False;False;False;True;False
718039683.0;25;25000;3;1.0;42360;0.59;16.35;1;45.0;1521.0;13532.0;29.0;2.0;True;False;False;False;True;False;False;False;False;False;False;True;True;False;False;False;True;True;False;False;True;False;False;False;True;False;False
771894558.0;21;25000;2;4.0;49000;0.51;10.99;1;39.0;1626.0;9964.0;25.0;3.0;True;False;False;False;True;False;False;False;False;False;True;False;True;False;False;False;True;True;False;False;True;False;False;False;True;False;False
721074183.0;25;25000;2;0.0;225000;0.11;18.67;0;36.0;1111.0;24159.0;24.0;1.0;False;True;False;False;False;True;False;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;True;False;False;False;False
719666283.0;26;3000;4;1.0;225000;0.01;9.32;0;36.0;1243.0;3174.0;29.0;1.0;True;False;False;False;True;False;False;False;False;False;True;False;True;True;False;False;False;True;False;True;False;False;True;False;False;False;False
714877233.0;23;7500;2;8.0;225000;0.03;8.63;0;47.0;1659.0;12262.0;38.0;1.0;True;False;False;False;False;False;False;True;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;True;False;False
771075258.0;26;25000;2;2.0;225000;0.11;10.08;0;42.0;1268.0;34516.0;42.0;2.0;False;True;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;True;False;False;True;False;False;False;False;False;True
711318033.0;22;25000;3;5.0;49464;0.51;11.83;1;36.0;1304.0;2926.0;24.0;3.0;True;False;False;False;False;False;False;False;True;False;True;False;True;False;False;False;True;True;False;False;True;False;False;False;False;True;False
783554958.0;23;25000;3;1.0;50000;0.5;7.9;1;52.0;1368.0;32090.0;30.0;4.0;True;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;True;True;False;False;True;False;False;False;False;True;False
710806083.0;25;25000;2;4.0;50000;0.5;5.99;1;36.0;1137.0;11888.0;30.0;1.0;True;False;False;False;False;False;True;False;False;False;True;False;True;False;True;False;False;True;False;True;False;False;False;False;False;False;True
714752208.0;24;25000;2;2.0;44000;0.57;15.33;1;36.0;978.0;2393.0;16.0;1.0;True;False;False;False;False;False;False;True;False;False;True;False;True;True;False;False;False;True;False;True;False;False;False;False;False;True;False
822063408.0;23;25000;4;1.0;50000;0.5;11.83;1;39.0;1221.0;6111.0;16.0;4.0;True;False;False;False;False;True;False;False;False;False;True;False;True;True;False;False;False;True;False;False;True;True;False;False;False;False;False
714490308.0;22;25000;2;0.0;50004;0.5;10.36;1;46.0;1565.0;19270.0;28.0;4.0;True;False;False;False;False;True;False;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;False
713356833.0;22;25000;3;3.0;50004;0.5;12.23;1;43.0;1578.0;3710.0;34.0;1.0;True;False;False;False;False;True;False;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;False
711402333.0;22;25000;4;2.0;52000;0.48;11.11;1;37.0;1493.0;3235.0;32.0;2.0;True;False;False;False;True;False;False;False;False;False;True;False;True;False;False;False;True;True;False;False;True;False;True;False;False;False;False
708296883.0;23;4950;4;3.0;13200;0.38;7.9;1;38.0;1178.0;11749.0;27.0;3.0;False;False;False;True;False;False;False;True;False;False;True;False;True;False;False;False;True;True;False;True;False;False;False;False;False;True;False
719154483.0;24;25000;2;1.0;220000;0.11;11.58;0;36.0;991.0;7753.0;26.0;2.0;False;True;False;False;True;False;False;False;False;False;True;False;True;False;False;True;False;True;False;False;True;False;False;False;True;False;False
717721458.0;23;21000;3;5.0;216000;0.1;8.9;0;40.0;2560.0;10408.0;42.0;4.0;False;True;False;False;False;False;False;True;False;False;True;False;True;False;False;True;False;True;False;False;True;False;False;False;False;False;True
711112683.0;25;25000;3;2.0;216000;0.12;16.07;0;36.0;1657.0;3967.0;29.0;1.0;False;True;False;False;True;False;False;False;False;False;True;False;True;True;False;False;False;True;False;True;False;False;False;False;False;False;True
789322833.0;26;20000;2;10.0;216000;0.09;14.22;0;38.0;673.0;8025.0;18.0;5.0;False;True;False;False;True;False;False;False;False;False;False;True;True;True;False;False;False;False;True;True;False;False;False;False;True;False;False
789968058.0;23;35000;3;7.0;215000;0.16;14.79;0;42.0;1131.0;9036.0;18.0;1.0;False;True;False;False;False;False;False;False;False;True;False;True;True;False;False;False;True;True;False;False;True;True;False;False;False;False;False
